user_id,product_id,quantity
U10021,P20259,2
U10021,P20292,2
U10021,P20290,1
U10021,P20152,2
U10021,P20037,3
U10021,P20314,2
U10021,P20181,2
U10021,P20178,2
U10021,P20135,1
U10021,P20172,3
U10021,P20219,4
U10021,P20273,2
U10021,P20247,2
U10021,P20077,1
U10021,P20118,2
U10021,P20296,3
U10021,P20012,3
U10021,P20261,3
U10022,P20277,1
U10022,P20259,1
U10022,P20294,1
U10022,P20214,1
U10022,P20054,1
U10022,P20290,2
U10022,P20124,2
U10022,P20108,3
U10022,P20190,3
U10022,P20062,2
U10022,P20314,6
U10022,P20091,2
U10022,P20226,4
U10022,P20252,3
U10022,P20052,1
U10022,P20260,2
U10022,P20137,2
U10022,P20143,1
U10022,P20150,2
U10022,P20045,2
U10022,P20219,3
U10022,P20110,3
U10022,P20256,6
U10022,P20298,2
U10022,P20284,4
U10023,P20199,6
U10023,P20031,1
U10023,P20296,1
U10023,P20302,2
U10023,P20293,6
U10023,P20037,2
U10024,P20265,3
U10024,P20045,1
U10024,P20110,1
U10024,P20146,3
U10024,P20136,2
U10024,P20060,1
U10024,P20039,3
U10024,P20173,3
U10024,P20220,1
U10024,P20178,1
U10024,P20012,2
U10024,P20276,1
U10024,P20042,4
U10024,P20001,2
U10024,P20298,1
U10024,P20250,1
U10025,P20077,2
U10025,P20125,1
U10025,P20215,3
U10025,P20301,3
U10025,P20232,3
U10025,P20269,3
U10025,P20171,2
U10025,P20162,4
U10025,P20151,1
U10025,P20000,1
U10025,P20208,1
U10025,P20186,1
U10025,P20057,1
U10025,P20156,6
U10025,P20217,2
U10025,P20310,3
U10025,P20062,1
U10026,P20237,2
U10026,P20136,1
U10026,P20150,1
U10026,P20247,1
U10026,P20177,1
U10026,P20250,2
U10026,P20160,6
U10026,P20074,2
U10026,P20252,2
U10026,P20063,4
U10026,P20189,2
U10026,P20220,3
U10027,P20205,3
U10027,P20219,3
U10027,P20035,3
U10027,P20177,2
U10027,P20005,1
U10027,P20079,3
U10027,P20093,1
U10027,P20218,2
U10027,P20221,2
U10027,P20180,1
U10028,P20260,2
U10028,P20101,1
U10028,P20137,2
U10028,P20007,1
U10028,P20226,3
U10028,P20148,2
U10028,P20120,3
U10028,P20161,5
U10028,P20141,1
U10028,P20250,2
U10029,P20266,1
U10029,P20284,2
U10029,P20120,1
U10029,P20313,3
U10029,P20235,1
U10029,P20092,2
U10029,P20250,2
U10029,P20049,1
U10029,P20089,1
U10029,P20031,3
U10029,P20141,1
U10029,P20101,1
U10029,P20149,2
U10030,P20214,2
U10030,P20298,2
U10030,P20000,3
U10030,P20225,1
U10030,P20247,1
U10030,P20196,2
U10031,P20249,3
U10031,P20214,2
U10031,P20206,4
U10031,P20079,1
U10031,P20202,1
U10031,P20293,4
U10031,P20175,2
U10031,P20070,2
U10031,P20122,3
U10031,P20105,1
U10031,P20246,1
U10031,P20264,3
U10031,P20223,2
U10031,P20233,3
U10031,P20055,3
U10031,P20077,4
U10032,P20163,3
U10032,P20037,2
U10032,P20173,2
U10032,P20195,3
U10032,P20105,3
U10032,P20152,3
U10032,P20184,1
U10032,P20116,3
U10032,P20255,1
U10032,P20108,3
U10032,P20251,2
U10032,P20083,2
U10032,P20292,3
U10032,P20202,2
U10032,P20222,2
U10032,P20172,2
U10032,P20194,3
U10032,P20243,1
U10032,P20059,3
U10032,P20205,3
U10033,P20048,4
U10033,P20298,1
U10033,P20250,1
U10033,P20245,1
U10033,P20057,1
U10033,P20030,3
U10033,P20172,3
U10033,P20306,2
U10033,P20259,4
U10034,P20126,2
U10034,P20000,1
U10034,P20287,1
U10034,P20132,2
U10034,P20013,2
U10034,P20115,1
U10034,P20045,3
U10034,P20315,2
U10034,P20249,2
U10034,P20197,3
U10034,P20216,1
U10034,P20200,1
U10034,P20138,2
U10034,P20070,2
U10034,P20076,2
U10034,P20041,2
U10035,P20088,2
U10035,P20179,1
U10035,P20091,3
U10035,P20211,3
U10035,P20033,4
U10035,P20162,2
U10035,P20142,1
U10035,P20238,4
U10035,P20313,1
U10036,P20154,3
U10036,P20066,1
U10036,P20125,5
U10036,P20117,3
U10036,P20301,3
U10036,P20018,2
U10036,P20186,3
U10036,P20171,2
U10036,P20010,1
U10036,P20077,4
U10037,P20277,2
U10037,P20120,1
U10037,P20025,1
U10037,P20284,2
U10037,P20150,3
U10037,P20078,3
U10037,P20173,1
U10037,P20105,1
U10037,P20263,2
U10037,P20262,2
U10037,P20308,2
U10037,P20252,3
U10038,P20002,4
U10038,P20216,1
U10038,P20121,1
U10038,P20126,3
U10038,P20302,2
U10038,P20217,1
U10038,P20031,1
U10038,P20011,3
U10038,P20049,1
U10038,P20120,1
U10038,P20061,2
U10039,P20281,2
U10039,P20093,1
U10039,P20316,2
U10039,P20266,2
U10039,P20198,2
U10039,P20112,3
U10039,P20244,1
U10039,P20088,4
U10039,P20100,1
U10039,P20290,3
U10039,P20155,4
U10039,P20158,2
U10039,P20082,3
U10039,P20305,2
U10039,P20257,1
U10040,P20020,4
U10040,P20230,3
U10040,P20054,3
U10040,P20028,2
U10040,P20082,2
U10040,P20234,2
U10040,P20291,1
U10040,P20249,1
U10040,P20092,2
U10040,P20003,4
U10040,P20122,1
U10040,P20286,2
U10040,P20309,3
U10040,P20240,4
U10040,P20316,3
U10040,P20235,1
U10040,P20091,3
U10040,P20200,4
U10041,P20225,1
U10041,P20253,2
U10041,P20186,3
U10041,P20247,3
U10041,P20015,1
U10041,P20299,1
U10041,P20201,1
U10041,P20146,2
U10041,P20197,3
U10042,P20226,2
U10042,P20113,3
U10042,P20160,4
U10042,P20199,2
U10042,P20010,2
U10042,P20000,4
U10042,P20164,2
U10042,P20247,4
U10042,P20030,4
U10042,P20198,1
U10042,P20145,1
U10042,P20023,3
U10042,P20047,1
U10042,P20111,2
U10042,P20124,3
U10042,P20066,4
U10042,P20307,2
U10042,P20290,1
U10042,P20256,2
U10042,P20063,2
U10042,P20147,6
U10043,P20153,3
U10043,P20093,1
U10043,P20212,1
U10043,P20171,2
U10043,P20300,2
U10043,P20311,2
U10043,P20079,1
U10043,P20008,6
U10043,P20319,2
U10043,P20031,1
U10044,P20090,1
U10044,P20173,1
U10044,P20144,1
U10044,P20187,1
U10044,P20271,4
U10044,P20117,2
U10044,P20197,4
U10044,P20071,2
U10044,P20013,3
U10044,P20265,2
U10044,P20126,3
U10044,P20015,3
U10044,P20146,4
U10045,P20252,4
U10045,P20150,3
U10045,P20153,2
U10045,P20158,3
U10045,P20288,1
U10045,P20113,1
U10045,P20211,2
U10045,P20115,3
U10045,P20258,3
U10045,P20005,1
U10045,P20125,3
U10046,P20071,2
U10046,P20305,4
U10046,P20115,4
U10046,P20153,2
U10046,P20256,1
U10046,P20045,3
U10046,P20267,5
U10046,P20161,1
U10046,P20137,3
U10046,P20152,3
U10046,P20221,4
U10046,P20298,2
U10046,P20295,1
U10047,P20085,1
U10047,P20249,2
U10047,P20070,2
U10047,P20316,3
U10047,P20015,2
U10047,P20138,2
U10047,P20088,1
U10047,P20259,1
U10047,P20020,2
U10047,P20179,3
U10047,P20090,2
U10047,P20281,1
U10047,P20155,2
U10048,P20084,2
U10048,P20207,2
U10048,P20246,4
U10048,P20233,3
U10048,P20041,2
U10048,P20269,3
U10048,P20223,2
U10048,P20131,1
U10048,P20226,2
U10048,P20180,2
U10048,P20038,2
U10048,P20293,4
U10048,P20024,1
U10049,P20069,3
U10049,P20014,2
U10049,P20115,1
U10049,P20308,2
U10049,P20315,1
U10049,P20078,1
U10049,P20071,1
U10049,P20217,1
U10049,P20311,2
U10049,P20250,1
U10049,P20110,2
U10049,P20047,1
U10049,P20232,2
U10049,P20049,2
U10049,P20313,2
U10049,P20254,3
U10049,P20251,3
U10049,P20167,2
U10049,P20025,1
U10049,P20004,6
U10050,P20104,2
U10050,P20093,3
U10050,P20257,2
U10050,P20256,3
U10050,P20113,3
U10050,P20160,5
U10050,P20189,3
U10050,P20035,2
U10050,P20064,2
U10050,P20215,3
U10050,P20290,2
U10050,P20211,3
U10050,P20092,2
U10050,P20184,3
U10050,P20084,1
U10050,P20293,2
U10050,P20213,2
U10050,P20058,4
U10050,P20121,2
U10051,P20145,3
U10051,P20081,5
U10051,P20074,3
U10051,P20093,1
U10051,P20250,2
U10051,P20078,2
U10051,P20182,3
U10051,P20242,2
U10051,P20098,1
U10051,P20178,2
U10051,P20167,2
U10051,P20307,1
U10052,P20150,1
U10052,P20276,3
U10052,P20277,1
U10052,P20290,2
U10052,P20256,2
U10052,P20247,2
U10052,P20078,4
U10052,P20065,2
U10052,P20136,3
U10052,P20273,2
U10053,P20313,2
U10053,P20244,2
U10053,P20308,2
U10053,P20192,3
U10053,P20282,1
U10053,P20284,2
U10053,P20027,1
U10053,P20143,3
U10053,P20049,2
U10053,P20159,3
U10053,P20309,1
U10053,P20235,3
U10053,P20070,2
U10053,P20088,1
U10053,P20138,2
U10054,P20315,2
U10054,P20295,2
U10054,P20203,2
U10054,P20115,2
U10054,P20110,2
U10054,P20296,3
U10054,P20012,1
U10054,P20057,2
U10054,P20151,3
U10054,P20004,1
U10054,P20247,1
U10054,P20304,2
U10054,P20232,3
U10054,P20081,1
U10054,P20210,2
U10054,P20063,1
U10054,P20257,2
U10054,P20224,3
U10054,P20112,1
U10054,P20176,2
U10054,P20040,1
U10054,P20082,2
U10054,P20140,1
U10054,P20152,1
U10055,P20204,2
U10055,P20295,2
U10055,P20197,1
U10055,P20112,1
U10055,P20279,1
U10055,P20125,1
U10055,P20034,1
U10055,P20185,2
U10055,P20184,2
U10055,P20152,3
U10055,P20203,3
U10056,P20038,3
U10056,P20272,1
U10056,P20225,1
U10056,P20233,2
U10056,P20137,3
U10056,P20011,3
U10056,P20075,1
U10056,P20162,2
U10056,P20017,2
U10056,P20192,1
U10056,P20170,3
U10056,P20007,3
U10056,P20226,2
U10057,P20050,3
U10057,P20265,1
U10057,P20084,2
U10057,P20289,1
U10057,P20268,2
U10057,P20001,4
U10057,P20209,3
U10057,P20160,2
U10057,P20012,4
U10057,P20245,1
U10057,P20239,4
U10057,P20281,2
U10057,P20155,2
U10057,P20211,1
U10057,P20135,2
U10057,P20310,4
U10057,P20045,4
U10058,P20288,3
U10058,P20257,2
U10058,P20221,2
U10058,P20126,3
U10058,P20071,1
U10058,P20024,1
U10058,P20215,1
U10058,P20275,1
U10058,P20070,3
U10058,P20190,1
U10058,P20084,1
U10058,P20286,2
U10058,P20207,2
U10058,P20159,2
U10058,P20308,3
U10059,P20058,1
U10059,P20154,1
U10059,P20305,2
U10059,P20133,2
U10059,P20230,3
U10059,P20309,3
U10059,P20315,2
U10059,P20244,3
U10059,P20179,3
U10059,P20319,3
U10059,P20184,3
U10059,P20209,2
U10059,P20211,1
U10059,P20119,1
U10059,P20088,2
U10060,P20298,6
U10060,P20252,1
U10060,P20289,2
U10060,P20047,1
U10060,P20014,1
U10060,P20060,1
U10060,P20251,3
U10060,P20254,2
U10060,P20222,2
U10060,P20074,2
U10060,P20215,3
U10060,P20134,3
U10060,P20283,1
U10061,P20250,2
U10061,P20277,1
U10061,P20214,2
U10061,P20192,4
U10061,P20145,2
U10061,P20116,2
U10061,P20036,2
U10061,P20190,2
U10061,P20169,2
U10061,P20037,3
U10061,P20078,2
U10062,P20074,2
U10062,P20135,3
U10062,P20299,1
U10062,P20116,2
U10062,P20155,4
U10062,P20012,2
U10062,P20075,1
U10062,P20048,2
U10062,P20224,1
U10062,P20239,2
U10062,P20098,3
U10062,P20086,4
U10062,P20201,1
U10063,P20061,1
U10063,P20291,3
U10063,P20104,3
U10063,P20260,1
U10063,P20282,1
U10063,P20091,2
U10063,P20013,2
U10063,P20020,2
U10063,P20180,2
U10064,P20284,4
U10064,P20206,2
U10064,P20142,1
U10064,P20260,2
U10064,P20041,4
U10064,P20104,2
U10064,P20303,2
U10064,P20239,2
U10064,P20293,3
U10064,P20092,1
U10064,P20207,2
U10065,P20099,4
U10065,P20075,4
U10065,P20004,4
U10065,P20088,1
U10065,P20202,2
U10065,P20316,1
U10065,P20089,1
U10065,P20184,2
U10065,P20179,3
U10065,P20123,1
U10065,P20055,3
U10065,P20239,2
U10065,P20223,4
U10065,P20125,1
U10065,P20172,3
U10065,P20138,1
U10066,P20196,1
U10066,P20004,1
U10066,P20185,1
U10066,P20300,3
U10066,P20098,3
U10066,P20244,1
U10066,P20152,1
U10066,P20241,1
U10066,P20019,2
U10067,P20230,2
U10067,P20181,2
U10067,P20231,2
U10067,P20109,1
U10067,P20184,1
U10067,P20290,2
U10067,P20158,2
U10067,P20023,1
U10067,P20244,2
U10067,P20279,4
U10067,P20266,4
U10067,P20265,3
U10067,P20093,3
U10067,P20058,2
U10067,P20204,4
U10067,P20292,1
U10068,P20304,2
U10068,P20146,2
U10068,P20100,2
U10068,P20012,1
U10068,P20026,2
U10068,P20245,2
U10068,P20256,2
U10068,P20179,1
U10068,P20110,2
U10068,P20318,1
U10068,P20272,1
U10068,P20019,2
U10068,P20184,2
U10068,P20307,2
U10068,P20142,3
U10068,P20176,3
U10069,P20292,1
U10069,P20045,1
U10069,P20071,1
U10069,P20136,2
U10069,P20190,3
U10069,P20175,2
U10069,P20137,1
U10069,P20132,1
U10069,P20158,3
U10069,P20277,2
U10069,P20264,2
U10069,P20267,1
U10069,P20153,1
U10069,P20039,2
U10069,P20068,1
U10069,P20059,3
U10069,P20221,3
U10069,P20036,2
U10070,P20019,1
U10070,P20305,2
U10070,P20048,1
U10070,P20256,3
U10070,P20197,2
U10070,P20239,4
U10070,P20314,2
U10070,P20154,3
U10070,P20060,3
U10071,P20189,3
U10071,P20180,1
U10071,P20150,2
U10071,P20207,5
U10071,P20104,4
U10071,P20252,1
U10071,P20078,2
U10071,P20221,4
U10071,P20074,5
U10071,P20043,2
U10071,P20145,2
U10071,P20031,2
U10071,P20219,1
U10071,P20317,3
U10071,P20024,4
U10071,P20270,2
U10071,P20013,1
U10071,P20035,1
U10072,P20031,1
U10072,P20000,2
U10072,P20117,4
U10072,P20048,2
U10072,P20189,6
U10072,P20312,5
U10072,P20061,2
U10072,P20225,2
U10072,P20282,2
U10072,P20018,3
U10072,P20293,2
U10072,P20101,5
U10072,P20054,1
U10072,P20074,3
U10072,P20275,1
U10072,P20041,1
U10072,P20162,2
U10072,P20149,1
U10072,P20073,3
U10073,P20293,1
U10073,P20039,5
U10073,P20274,3
U10073,P20122,2
U10073,P20146,2
U10073,P20134,2
U10073,P20153,3
U10073,P20247,2
U10073,P20076,4
U10073,P20255,2
U10073,P20137,1
U10073,P20139,3
U10073,P20291,2
U10073,P20068,1
U10073,P20314,2
U10073,P20260,5
U10073,P20273,4
U10073,P20092,2
U10073,P20252,3
U10073,P20052,3
U10073,P20294,2
U10073,P20284,2
U10073,P20157,2
U10073,P20296,1
U10073,P20150,3
U10074,P20147,1
U10074,P20181,3
U10074,P20276,1
U10074,P20010,2
U10074,P20000,2
U10074,P20038,3
U10074,P20152,2
U10074,P20105,2
U10074,P20237,2
U10074,P20225,1
U10074,P20118,4
U10074,P20274,3
U10074,P20098,2
U10074,P20026,2
U10074,P20300,3
U10074,P20208,1
U10075,P20139,3
U10075,P20241,3
U10075,P20100,3
U10075,P20190,3
U10075,P20009,1
U10075,P20099,1
U10075,P20194,2
U10075,P20131,1
U10075,P20208,1
U10075,P20080,2
U10075,P20233,1
U10075,P20274,3
U10075,P20217,3
U10075,P20092,4
U10076,P20153,2
U10076,P20186,1
U10076,P20169,2
U10076,P20274,1
U10076,P20184,3
U10076,P20220,1
U10076,P20078,2
U10076,P20034,2
U10076,P20059,3
U10076,P20214,1
U10076,P20079,4
U10076,P20213,1
U10076,P20065,5
U10077,P20283,2
U10077,P20053,1
U10077,P20255,3
U10077,P20129,3
U10077,P20302,2
U10077,P20033,1
U10077,P20299,2
U10077,P20262,6
U10077,P20208,5
U10077,P20026,2
U10077,P20222,1
U10078,P20185,3
U10078,P20192,3
U10078,P20031,1
U10078,P20021,4
U10078,P20010,5
U10078,P20105,2
U10079,P20155,2
U10079,P20140,2
U10079,P20110,1
U10079,P20260,5
U10079,P20016,2
U10079,P20254,3
U10079,P20078,1
U10079,P20245,3
U10079,P20273,1
U10079,P20312,1
U10079,P20137,3
U10080,P20294,1
U10080,P20087,4
U10080,P20125,2
U10080,P20000,4
U10080,P20290,1
U10080,P20271,3
U10080,P20299,3
U10080,P20165,2
U10080,P20172,1
U10080,P20261,6
U10080,P20256,5
U10081,P20296,1
U10081,P20057,4
U10081,P20298,1
U10081,P20196,3
U10081,P20251,4
U10081,P20134,3
U10082,P20044,1
U10082,P20053,2
U10082,P20131,2
U10082,P20150,1
U10082,P20060,2
U10082,P20189,2
U10082,P20163,1
U10082,P20108,5
U10082,P20093,3
U10082,P20178,1
U10082,P20242,2
U10082,P20169,1
U10082,P20197,2
U10082,P20106,3
U10082,P20078,4
U10082,P20043,1
U10082,P20098,1
U10082,P20184,1
U10082,P20267,2
U10082,P20205,2
U10082,P20116,1
U10082,P20196,1
U10082,P20083,3
U10083,P20161,2
U10083,P20152,1
U10083,P20087,1
U10083,P20069,2
U10083,P20109,3
U10083,P20225,2
U10083,P20298,3
U10083,P20195,4
U10083,P20194,4
U10083,P20261,3
U10083,P20208,4
U10084,P20271,2
U10084,P20015,2
U10084,P20059,2
U10084,P20213,1
U10084,P20078,3
U10084,P20294,1
U10084,P20035,3
U10084,P20043,4
U10084,P20172,2
U10084,P20011,4
U10084,P20292,2
U10084,P20031,2
U10084,P20180,2
U10084,P20153,2
U10084,P20049,5
U10084,P20090,2
U10084,P20095,2
U10084,P20157,4
U10085,P20146,1
U10085,P20056,3
U10085,P20204,4
U10085,P20090,2
U10085,P20234,1
U10085,P20271,2
U10085,P20247,1
U10085,P20201,2
U10085,P20007,1
U10085,P20045,2
U10085,P20237,4
U10085,P20110,2
U10086,P20089,1
U10086,P20264,4
U10086,P20067,3
U10086,P20223,3
U10086,P20314,1
U10086,P20255,2
U10086,P20052,1
U10086,P20015,5
U10086,P20070,2
U10086,P20026,2
U10086,P20149,3
U10086,P20172,4
U10086,P20282,3
U10087,P20156,3
U10087,P20150,1
U10087,P20004,1
U10087,P20121,2
U10087,P20027,3
U10087,P20237,2
U10087,P20097,1
U10087,P20203,2
U10087,P20248,1
U10087,P20225,2
U10087,P20129,3
U10087,P20070,3
U10087,P20033,3
U10087,P20100,4
U10087,P20244,1
U10087,P20071,2
U10087,P20202,2
U10087,P20185,1
U10087,P20295,3
U10088,P20232,3
U10088,P20254,1
U10088,P20313,2
U10088,P20216,5
U10088,P20224,3
U10088,P20315,4
U10088,P20295,2
U10088,P20252,1
U10088,P20129,1
U10088,P20136,1
U10088,P20236,3
U10088,P20009,3
U10088,P20194,3
U10088,P20040,4
U10088,P20273,2
U10088,P20296,1
U10088,P20130,1
U10088,P20283,5
U10088,P20312,1
U10088,P20013,1
U10088,P20279,1
U10089,P20097,2
U10089,P20315,1
U10089,P20178,2
U10089,P20030,4
U10089,P20078,2
U10089,P20162,2
U10089,P20081,2
U10089,P20150,1
U10089,P20308,1
U10089,P20022,2
U10089,P20063,1
U10089,P20201,2
U10089,P20110,2
U10089,P20272,2
U10089,P20289,2
U10089,P20202,1
U10089,P20227,3
U10089,P20086,3
U10089,P20242,3
U10089,P20098,1
U10090,P20244,2
U10090,P20303,2
U10090,P20098,3
U10090,P20201,1
U10090,P20224,3
U10090,P20009,2
U10090,P20097,1
U10090,P20226,4
U10090,P20100,1
U10090,P20241,1
U10090,P20246,2
U10091,P20028,2
U10091,P20092,3
U10091,P20094,1
U10091,P20198,1
U10091,P20293,2
U10091,P20131,4
U10091,P20087,1
U10091,P20080,2
U10091,P20181,1
U10091,P20076,2
U10091,P20249,1
U10091,P20290,2
U10091,P20211,1
U10091,P20194,3
U10091,P20033,1
U10091,P20090,2
U10091,P20205,4
U10091,P20169,3
U10091,P20261,3
U10091,P20158,1
U10092,P20271,3
U10092,P20082,3
U10092,P20008,5
U10092,P20281,2
U10092,P20234,2
U10092,P20315,4
U10092,P20161,3
U10092,P20294,3
U10092,P20235,3
U10092,P20016,2
U10092,P20076,1
U10092,P20291,2
U10092,P20078,1
U10092,P20142,2
U10092,P20209,1
U10092,P20115,1
U10093,P20214,1
U10093,P20291,2
U10093,P20201,2
U10093,P20231,1
U10093,P20122,1
U10093,P20309,1
U10093,P20070,3
U10093,P20036,1
U10093,P20140,1
U10093,P20117,2
U10093,P20226,2
U10093,P20148,1
U10093,P20223,1
U10093,P20246,2
U10093,P20088,4
U10093,P20111,1
U10093,P20141,3
U10093,P20169,4
U10093,P20101,3
U10093,P20097,1
U10094,P20291,3
U10094,P20092,3
U10094,P20089,2
U10094,P20284,3
U10094,P20082,1
U10094,P20273,2
U10095,P20078,3
U10095,P20267,2
U10095,P20105,4
U10095,P20021,1
U10095,P20235,1
U10095,P20196,3
U10095,P20214,2
U10095,P20098,3
U10096,P20157,3
U10096,P20115,6
U10096,P20177,2
U10096,P20076,1
U10096,P20045,3
U10096,P20252,1
U10096,P20165,2
U10096,P20294,1
U10096,P20202,2
U10096,P20250,1
U10096,P20263,2
U10096,P20079,3
U10096,P20142,2
U10096,P20311,3
U10096,P20284,3
U10096,P20206,1
U10096,P20134,2
U10096,P20153,4
U10097,P20276,3
U10097,P20140,2
U10097,P20135,2
U10097,P20283,2
U10097,P20045,2
U10097,P20016,1
U10097,P20245,1
U10097,P20146,2
U10097,P20268,1
U10098,P20030,1
U10098,P20184,1
U10098,P20319,2
U10098,P20126,1
U10098,P20079,1
U10098,P20125,3
U10098,P20172,4
U10098,P20211,1
U10098,P20187,3
U10098,P20269,2
U10098,P20294,2
U10098,P20256,1
U10099,P20095,2
U10099,P20185,2
U10099,P20194,3
U10099,P20318,1
U10099,P20028,2
U10099,P20019,1
U10099,P20105,3
U10099,P20131,2
U10099,P20099,1
U10099,P20114,2
U10099,P20274,2
U10099,P20150,3
U10099,P20092,1
U10099,P20065,3
U10099,P20255,1
U10099,P20110,2
U10099,P20242,3
U10099,P20052,1
U10099,P20080,2
U10099,P20142,3
U10099,P20301,1
U10099,P20009,2
U10099,P20186,5
